,_id,id_str,content,user_loc,user_screen_name,retweet_count,fav_count,created_at,sentiment,char_count,sentiment_method
30,5ffde71b5e4953000d99dc9b,1.34761531639066e+18,"Join ASCD and thousands of educators at REMOTE K12 on January 9! Learn, network &amp; collaborate with others to provide the best in online &amp; blended learning. REMOTE K12 is free for K-12 educators. Sign Up Today: https://t.co/ZWNre6muR2 #remotek12summit https://t.co/1ceTfygOKT","Alexandria, VA (D.C. area)",ASCD,14,21,2021-01-08 18:45:03,neutral,282,human
31,5ffde71b5e4953000d99dc9c,1.34758911987097e+18,"REMOTE K12 is TOMORROW!!

Live video lessons versus real-time instruction. What works best for K-12 learners? REMOTE K12 digs deep into online and blended learning for real results teachers can apply today. Learn more and register at the link below!

https://t.co/wLycuiKftH https://t.co/BTqEzJbME0","New York, NY",Quill_org,0,0,2021-01-08 17:00:57,neutral,298,human
33,5ffde71b5e4953000d99dc9e,1.34756498331653e+18,"We value and appreciate the IT professionals who have shouldered a huge burden since the pandemic started.  

With #RemoteLearning and #HybridLearning, schools must expand their tech support capabilities to meet increased demands. 

https://t.co/E1fW5bRYA1 

#edtech #education","California, USA",GG4Learning,1,1,2021-01-08 15:25:03,positive,277,human
34,5ffde71b5e4953000d99dc9f,1.34745836959073e+18,"Teachers: Here are 7 back to school tips, whether you're returning to a remote or hybrid learning environment.  Rough start? or simply thinking of making a few minor changes: Check this out: https://t.co/To2fEaGSMw #edtech #edchat #edtech #teachers #backtoschool2021 #k12 https://t.co/mvvQ6PC4d2","Corona, CA",buzzgarwood,1,0,2021-01-08 08:21:24,positive,295,human
35,5ffde71b5e4953000d99dca0,1.34739510784309e+18,"Remote learning offers amazing opportunities for students to learn, but there are many challenges as well. One of those challenges, security. https://t.co/Exzz7HA8Q3","Albuquerque, NM",2NDGEAR_,0,0,2021-01-08 04:10:01,positive,165,human
36,5ffde71c5e4953000d99dca1,1.34726475301448e+18,"To safeguard digital learning, #K12 educators must ask tough data privacy questions. Here are 5 to definitely keep top of mind. EdTech_K12 #ISTE20 #security #data security #cdwsocial https://t.co/XXqftROa1G https://t.co/DAvofmlHi0","California, USA",CDWG_EdTechWest,1,1,2021-01-07 19:32:02,neutral,230,human
37,5ffde71c5e4953000d99dca2,1.34724970969442e+18,"To safeguard digital learning, #K12 educators must ask tough data privacy questions. Here are 5 to definitely keep top of mind. EdTech_K12 #ISTE20 #security #data security #cdwsocial https://t.co/xRShsMss1Z https://t.co/HQF5biu1Mk",California,EdTechAri,0,2,2021-01-07 18:32:16,neutral,230,human
38,5ffde71c5e4953000d99dca3,1.34702578456991e+18,"►ALERT: @KPBSD schools in the Southern Peninsula* will open with a 2-HR DELAY START on THURSDAY, 1-7-21, due to weather and road conditions. 100% Remote Learning is also on a 2-Hr delay start; staff teach from school &amp; need to safely arrive to worksites. https://t.co/DJw6vmYiVn https://t.co/kJCjnktgfN","Kenai Peninsula, Alaska",kpbsd,1,1,2021-01-07 03:42:28,neutral,306,human
39,5ffde71c5e4953000d99dca4,1.34689430253892e+18,"On Jan. 9, ASU will host REMOTE K12: The Connected Teacher Summit, a free, one-day event to help K–12 teachers across the country implement better learning practices virtually. 140 sessions will be offered over 6 hours. Check it out: https://t.co/uJxFdJELxr",Arizona,DCEdExASU,0,1,2021-01-06 19:00:00,neutral,257,human
40,5ffde71c5e4953000d99dca5,1.34687642180154e+18,"Amazing woman, NASA Astronaut, @maejemison    
Kicks off Remote K12 Keynote Session.
World’s first woman of color to travel in space. Engineer, Physician, Educator, Futurist, Voice for Science literacy, Social responsibility, Sustainability. Register: https://t.co/cgIQPcAGHI https://t.co/lLwXIQfC3D",California,KConnollyTechED,0,2,2021-01-06 17:48:57,positive,299,human
41,5ffde71c5e4953000d99dca6,1.34687252219792e+18,"StrongMinded supports student SEL in any school setting—in person, remote, or a combination. Join our webinar January 21st at 2pm EST to see SEL that works for virtual and #hybridlearning! #K12 https://t.co/xC9FjDp56a https://t.co/QyjJJN0DZm","Chandler, #Arizona",StrongMindEdu,2,3,2021-01-06 17:33:27,neutral,241,human
42,5ffde71c5e4953000d99dca7,1.3468643562739e+18,"Sign up for the REMOTE K12 conference on January 9th, and learn from K-12 colleagues about how to personalize learning to kids’ unique academic needs!

Learn more at the link below—see you there!

#remotek12summit 
https://t.co/wLycuiKftH https://t.co/GuhIAzNK6z","New York, NY",Quill_org,0,0,2021-01-06 17:01:00,neutral,262,human
43,5ffde71c5e4953000d99dca8,1.34686181077997e+18,What are the top 5 things teachers across the country are doing to keep students engaged in #hybridlearning #remotelearning environments? Explore our newest Problem of Practice! #K12 https://t.co/ctZbwCgGmO https://t.co/gpY563O99s,USA,LearningAccel,6,5,2021-01-06 16:50:53,neutral,230,human
44,5ffde71c5e4953000d99dca9,1.34685207248707e+18,"Join the Connected Teacher Summit a free, virtual event on January 9 to help teachers nationwide deliver better online and blended learning experiences. Many sessions hosted by #NBCTstrong educators. Earn a free ASU K12 Remote Teaching Skills Certificate https://t.co/N5XUvnONcG https://t.co/NjsKwbt5CE","Arlington, VA",NBPTS,12,25,2021-01-06 16:12:12,neutral,302,human
45,5ffde71c5e4953000d99dcaa,1.34683773793305e+18,"Stop by our virtual booth! 👋
We'll be at REMOTE K12 on January 9. Will you?

Discover the most effective online/blended learning techniques! 140+ sessions in one day. This virtual conference is FREE. 

Register now: https://t.co/zWdoWdEyO1

Hosted by @ASU. https://t.co/e0im1zPZhq","Bloomington, Indiana",SolutionTree,0,0,2021-01-06 15:15:14,neutral,280,human
46,5ffde71c5e4953000d99dcab,1.34682345244805e+18,Great FREE K12 event to build your remote teaching toolbox. This Saturday Jan 9th. My amazing friend @JulianaFinegan will be one of the speakers. https://t.co/WLJwFojSGl,California,DocAssisi,0,1,2021-01-06 14:18:28,positive,169,human
47,5ffde71c5e4953000d99dcac,1.34680451014925e+18,"Wednesday Wake-Up 

Please watch for information on returning to in-person vs. remote learning options. 
Q &amp; A Session on Instagram tonight at 6 pm @Positive_WP_Patriots

https://t.co/F2UiLt5wWb https://t.co/BdGbUWXmrY","West Virginia, USA",WheelingParkHS,0,0,2021-01-06 13:03:12,neutral,222,human
48,5ffde71c5e4953000d99dcad,1.34679549291993e+18,"I am happy to announce that I will be a speaker at the virtual event -  REMOTE K12: The Connected Teacher Summit, hosted by ASU.  @GCSNewTeachers  @NBPTS @GCSchoolsNC @scontrerasGCS FREE PD event on January 9, 2021, to watch my presentation.  https://t.co/UMjN0RFWto","High Point, NC",KellieMJackson,1,10,2021-01-06 12:27:22,positive,266,human
49,5ffde71c5e4953000d99dcae,1.34656815372429e+18,"With #RemoteLearning and #HybridLearning, schools must expand their tech support capabilities to meet increased demands. via @EdTech_K12 https://t.co/aBGvBAjjHM","NJ, NY & PA",LTWllc,0,0,2021-01-05 21:24:00,neutral,160,human
50,5ffde71c5e4953000d99dcaf,1.34656417518782e+18,"One Texas school district—with students located in some of the country's most remote areas—is turning to a celestial solution... This Jan, they are the 1st school district in the nation to use Starlink, the broadband service from Elon Musk’s SpaceX. 🛰️✨
https://t.co/LXKIspvKvT","Washington, DC",FirstBook,0,4,2021-01-05 21:08:11,positive,277,human
51,5ffde71c5e4953000d99dcb0,1.34655968564261e+18,"As campuses remain closed, remote #esports programs foster a sense of community online. @EdTech via @EdTech_K12 https://t.co/1XImZ4q0mq #edtech","Connecticut, USA",daveandcori,0,1,2021-01-05 20:50:21,positive,143,human
52,5ffde71c5e4953000d99dcb1,1.34655788544736e+18,A pilot program with @SpaceXStarlink is helping to provide reliable #WiFi access for students living in remote rural areas. https://t.co/YNT0urG3Cs via @EdTech_K12 #broadband,USA,RuralED,3,4,2021-01-05 20:43:12,positive,174,human
53,5ffde71c5e4953000d99dcb2,1.34655458072581e+18,"ConnectEd After School Lesson: Grades 6-8
Thursday, January 7 - STEAM &amp; Problem-based Learning 

https://t.co/7FlQZAy5KV","North Dakota, USA",ncecnd,0,0,2021-01-05 20:30:04,neutral,124,human
54,5ffde71c5e4953000d99dcb3,1.34655206107326e+18,"Responses to the #COVID19 #pandemic forced many #K12 schools and #HigherEd institutions to switch to a remote learning format, deepening #DigitalDivides and greatly increasing the necessity of strong, adequate internet connections for education.

👉https://t.co/jK9nbvqOJF https://t.co/zwk0si5Etn","Denver, CO",EdCommission,1,4,2021-01-05 20:20:03,negative,295,human
55,5ffde71c5e4953000d99dcb4,1.34654178477259e+18,.@ectorcountyisd is launching a pilot program with @SpaceXStarlink that will further the district’s efforts to provide reliable #WiFi access for all students — even those living in the most remote areas. via @EdTech_K12 https://t.co/JGWi2NPAC8 #edtech,"Connecticut, USA",daveandcori,1,5,2021-01-05 19:39:13,positive,251,human
56,5ffde71c5e4953000d99dcb5,1.34652714099752e+18,"To safeguard digital learning, #K12 educators must ask tough data privacy questions. Here are 5 to definitely keep top of mind. EdTech_K12 #ISTE20 #security #data security #cdwsocial https://t.co/Dtm8XAEDJf https://t.co/FC6cqfkYvl",USA,splarske,0,0,2021-01-05 18:41:02,neutral,230,human
57,5ffde71c5e4953000d99dcb6,1.34651390770852e+18,"Don't miss BEC member @ASU_IntlDev's FREE virtual summit, REMOTE K12, this Saturday! #Teachers everywhere: tune in for approaches to #teaching &amp; #learning, #pedagogy, #coursedesign, #accessibility, and #equity in virtual, blended, and in-person settings. https://t.co/QzdaxKbDE2 https://t.co/KqO35PwD1U",Washington DC,BasicEdtweets,1,2,2021-01-05 17:48:27,neutral,306,human
58,5ffde71c5e4953000d99dcb7,1.34651071710133e+18,"#DataAnalytics can help educators make learning effective and equitable. Here’s how: https://t.co/14GJJXrFud

#ElementaryEducation #DigitalEducation #EducationDevelopment #ELearning #Education #Edtech #DistanceLearning #K12Education #K12 #DataScience #Gamification #STEM https://t.co/97bsBOUIXA","Austin, Texas",Edvantic_Global,1,0,2021-01-05 17:35:46,neutral,294,human
59,5ffde71c5e4953000d99dcb8,1.34649628232866e+18,"I will be speaking at the free REMOTE K12 the connected teacher summit Saturday, January 9th at 12:30pm PST. Stop in to learn about our free games, gamelets, and virtual tours. https://t.co/sTbzrQiDYT #k12 #STEMeducation #Teachers #learning",Arizona State University,Drbiology,0,1,2021-01-05 16:38:25,neutral,240,human
60,5ffde71c5e4953000d99dcb9,1.34647885554911e+18,"We hope you all had an enjoyable holiday season! To help fuel our students' remote learning, our next meal bundle pick up is Wednesday, January 6 from 10:00am-1:00pm at distribution sites throughout the district. For more details go to: https://t.co/R1BlXmpjiV https://t.co/cR6sb5BqKM","Charlotte, North Carolina",CMSnutrition,3,2,2021-01-05 15:29:10,positive,284,human
61,5ffde71c5e4953000d99dcba,1.34647080031706e+18,"With #RemoteLearning and #HybridLearning, schools must expand their tech support capabilities to meet increased demands. via @EdTech_K12 https://t.co/bLBfgwpP6y #edtech","Connecticut, USA",daveandcori,1,0,2021-01-05 14:57:09,negative,168,human
62,5ffde71c5e4953000d99dcbb,1.34866926750449e+18,"With 10 hours of battery life, the new @Microsoft @Surface Pro 7 can power through an entire #k12 school day and still be charged for homework time. via @EdTech_K12 https://t.co/r4ws8MhzXA","Connecticut, USA",daveandcori,0,2,2021-01-11 16:33:05,neutral,188,human
63,5ffde71c5e4953000d99dcbc,1.34836278204382e+18,Make distance and blended learning easier by using a robust Learning Management System! 💻 What is it and what are the benefits of using one 🤷🏼‍♀️? Check out an Excellence Module developed by our #hvlnhot team to find out more! Visit: https://t.co/G7xIqmcpRF #HI4PublicEd #808educate https://t.co/Kjh165Oek2,Hawaii,HIDOEOCID,3,5,2021-01-10 20:15:13,neutral,306,human
64,5ffde71c5e4953000d99dcbd,1.34806129569058e+18,The current virus situation with a lot of distance learning offers an opportunity to rethink k12 ed. : https://t.co/3DBVP1hozS,"Holmes Beach, Florida, USA",JMBossert1,1,2,2021-01-10 00:17:13,neutral,126,human
65,5ffde71c5e4953000d99dcbe,1.3480368329996e+18,"some stakeholder thoughts regarding distance learning.

via @nytimes

#k12 #education https://t.co/WjYQq6J8HQ",southern california,TheIEPGuy,1,0,2021-01-09 22:40:00,neutral,109,human
66,5ffde71c5e4953000d99dcbf,1.34771724234825e+18,Attention parents of Pre-K through 5th graders: Register your PK-5 grade student for in-person or distance learning by completing this registration form by Jan. 22: https://t.co/65uLKzv96V https://t.co/UxC2nOUqvH,Minneapolis,MPS_News,8,6,2021-01-09 01:30:04,neutral,212,human
67,5ffde71c5e4953000d99dcc1,1.34768453241425e+18,"Beginning next month, Pre-K through 5th-grade students can learn in-person or through distance learning. Let us know which option is best for your family by completing this registration form: https://t.co/65uLKzv96V https://t.co/qj9aWAfcR1",Minneapolis,MPS_News,11,12,2021-01-08 23:20:05,neutral,239,human
68,5ffde71c5e4953000d99dcc3,1.34763370213884e+18,"Key takeaways from Dr. Ryan's latest update:

✏️ Hybrid learning begins Jan. 19
✏️ All students (including elementary) distance learning Wednesdays.
✏️ Goal is to move to full face-to-face instruction beginning Monday, February 1.
✏️ More info. next week!
https://t.co/UtBmbQxtvk https://t.co/XjItbbGTLh","Clarkston, Michigan",LearnAtCCS,5,14,2021-01-08 19:58:07,neutral,303,human
69,5ffde71c5e4953000d99dcc4,1.34759645287333e+18,We've posted an update about Comprehensive Distance Learning and In-Person Instruction. Please read the message on our website: https://t.co/W1PyqZke7P,"Beaverton, Oregon",BeavertonSD,3,6,2021-01-08 17:30:06,neutral,151,human
70,5ffde71c5e4953000d99dcc5,1.3473324139497e+18,Check out these tips from @lifeofmomuncut parent Amy Chesler on getting organized with distance learning with a home workspace for students in this new PowerSchool TV episode of “PowerSchool Beyond the Classroom”  #ComeTogether #PSTV #K12 #edtech,"California, USA",MyPowerSchool,0,3,2021-01-08 00:00:54,neutral,246,human
71,5ffde71c5e4953000d99dcc7,1.34662000101343e+18,"🎨 Even with distance learning, students can express what they've learned through their creativity. @Edutopia #K12 #TeacherTips #COVID19edu https://t.co/HfFoqndFra",USA,McGrawHillK12,14,20,2021-01-06 00:50:01,positive,162,human
72,5ffde71c5e4953000d99dcc8,1.34655531372661e+18,Studies show that teachers are leveraging videoconferencing software to provide 1-on-1 student support during the age of distance learning. #edtech #NewlineEdu https://t.co/KXnylP2nPX,"Plano, Texas",NewlineIDEAMAX,26,27,2021-01-05 20:32:59,positive,183,human
73,5ffde71d5e4953000d99dcc9,1.34905455315336e+18,"👋 We are excited to welcome these students next school year to TK/K. Online registration is NOW AVAILABLE. We also have Zoom links for our Choice School parent nights.

🔗 https://t.co/bzvuN0BtV1

#TUSD https://t.co/51ciJadqC4","Turlock, California",TurlockUSD,0,0,2021-01-12 18:04:04,neutral,225,human
74,5ffde71d5e4953000d99dcca,1.34903114906724e+18,"SDPC will offer a series of online Digital Parenting Workshops focusing on Securly, Schoology and social media. Dates: 1/12, 2/9, and 3/9. The workshops will help parents become more comfortable with digital parenting resources. https://t.co/wB2jzSjJYH https://t.co/h5jWum0k8U","Easley, South Carolina",Gettys_Middle,0,0,2021-01-12 16:31:04,neutral,276,human
75,5ffde71d5e4953000d99dccb,1.34902657076631e+18,Filled with admiration for the elementary #teachers keeping kids engaged as I watch them work their magic online. #k12 #primary #teaching #educhat  #TeachersAreHeroes,Massachusetts,corinnedemas,0,4,2021-01-12 16:12:52,positive,166,human
76,5ffde71d5e4953000d99dccc,1.34901769635306e+18,"@L_D_Washington They have a free public online option, I think it’s called K12 or something like that.  Use that instead?","Concord, CA",AKA_Gretchen,0,0,2021-01-12 15:37:37,neutral,121,human
78,5ffde71d5e4953000d99dcce,1.34901311108115e+18,"Join our team! We are hiring a part-time School Gardener to oversee our CWS Education Farm, support school gardens, and provide garden-based educational programming to K-12 youth. Applications due January 31. 
Learn more and apply online: https://t.co/UFC1kCBdX2 https://t.co/c30kpXbcMw","Minneapolis, MN",MPS_TrueFood,0,0,2021-01-12 15:19:23,neutral,286,human
79,5ffde71d5e4953000d99dccf,1.34900321657541e+18,The Brickie Family is looking for you to come be a part of our great school system as a substitute! Apply online! https://t.co/Obfi5GDmw8  #BrickieUp https://t.co/pYRRZmY0v4,"Hobart, Indiana 46342",scohbrickies,0,0,2021-01-12 14:40:04,neutral,173,human
80,5ffde71d5e4953000d99dcd0,1.34896833751934e+18,ILLUMINATIONS.  Excellent resources for teaching and learning math.  Comprehensive lessons and engaging interactives for math teachers to integrate into their online courses.  #K12 #eLearning https://t.co/fwztd2DRiX,Terre Haute Indiana,RoseHulmanPRISM,1,2,2021-01-12 12:21:28,positive,215,human
81,5ffde71d5e4953000d99dcd2,1.34878928948463e+18,Sophomores interested in applying to @HillyardTech to take classes your junior year: the application is now available online.  https://t.co/UgXau8yMgH. It is due by February 1st. https://t.co/AWLFX1hUi6,"St. Joseph, Missouri",Counseling_CHS,3,4,2021-01-12 00:30:00,neutral,202,human
82,5ffde71d5e4953000d99dcd3,1.34878010736477e+18,"Third annual Black History and Education Conference coming up. This is an amazing conference and this year is online, no travel necessary! Go, go, go! https://t.co/9RWXWH5AJt","Wisconsin, USA",kent1915,0,0,2021-01-11 23:53:31,neutral,174,human
83,5ffde71d5e4953000d99dcd4,1.34875171064743e+18,"Make attendance recording and participation tracking for online and hybrid courses a quick, easy process with Online Activity Mode. Available now for @Blackboard @CanvasLMS &amp; @Brightspace schools! Learn more at https://t.co/mwrrAF67WK. 
.
.
.
#attendancesolution #K12 #highered https://t.co/CvgNOJIsIQ","Cleveland, Ohio",QwicklyTools,0,0,2021-01-11 22:00:41,neutral,305,human
84,5ffde71d5e4953000d99dcd6,1.34871773946517e+18,"Hey 8th grade families in NE!! Check out our Digital Open House for prospective students! Videos are online now and the live Q&amp;A event is happening Tuesday, January 12, 6:00-8:00 PM. We can't wait to meet you!
https://t.co/hICBaf7TW3 https://t.co/UzMoXFaZOB","Minneapolis, MN",MPS_Edison,3,5,2021-01-11 19:45:41,positive,261,human
85,5ffde71d5e4953000d99dcd8,1.3486662906769e+18,Heads up for new Barrow County School System families - all student registration appointments are now online only. Learn how to schedule a virtual appointment and upload required the documents through this link: https://t.co/6vktnMhfT2,"Winder, GA",BCSchools1,2,1,2021-01-11 16:21:15,neutral,235,human
